TOTAL PAIS
,VOTOS ANULADOS  ,254.106 ,"1,06%",
,TOTAL DE  VOTANTES  ,  24.021.816 ,,
CAPITAL FEDERAL
,ELECTORES HABILES ,2.551.306,,
,MESAS: ,7.366 ,,
,PORCENTAJE DE VOTANTES ,"73,81%",,
,FORMULAS - AGRUPACIONES POLITICAS ,VOTOS ,% POSITIVOS ,% VALIDOS
  131 ,ALIANZA FRENTE PARA LA VICTORIA ,426.934 ,"23,30% ","22,85%"
,"SCIOLI, DANIEL OSVALDO - ZANNINI, CARLOS ALBERTO  ",426.934 ,100%,
  135 ,ALIANZA CAMBIEMOS ,897.660 ,"49,00% ","48,05%"
,"MACRI, MAURICIO - MICHETTI, MARTA GABRIELA  ",765.805 ,"85,31%",
,"SANZ, ERNESTO RICARDO - LLACH, LUCAS  ",61.241 ,"6,82%",
,"CARRIO, ELISA MARIA AVELINA - FLORES, HECTOR ANTONIO  ",70.614 ,"7,87%",
  138 ,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA) ,244.779 ,"13,36% ","13,10%"
,"MASSA, SERGIO TOMAS - RUBERTO SAENZ, GUSTAVO ADOLFO  ",215.062 ,"87,86%",
,"DE LA SOTA, JOSE MANUEL - RUCCI, CLAUDIA MONICA  ",29.717 ,"12,14%",
  132 ,ALIANZA PROGRESISTAS ,123.108 ,"6,72% ","6,59%"
,"STOLBIZER, MARGARITA ROSA - OLAVIAGA, MIGUEL ANGEL  ",123.108 ,100%,
  137 ,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES ,82.873 ,"4,52% ","4,44%"
,"DEL CAÑO, NICOLAS - BREGMAN, MYRIAM TERESA  ",37.154 ,"44,83%",
,"ALTAMIRA, JORGE - GIORDANO, JUAN CARLOS  ",45.719 ,"55,17%",
  133 ,ALIANZA COMPROMISO FEDERAL ,21.085 ,"1,15% ","1,13%"
,"RODRIGUEZ SAA, ADOLFO - NEGRE DE ALONSO, LILIANA TERESITA  ",21.085 ,100%,
  136 ,ALIANZA FRENTE POPULAR ,10.562 ,"0,58% ","0,57%"
,"DE GENNARO, VICTOR NORBERTO - CODONI, EVANGELINA SOLEDAD  ",10.562 ,100%,
13 ,MOVIMIENTO AL SOCIALISMO ,9.587 ,"0,52% ","0,51%"
,"CASTAÑEIRA, MANUELA JIMENA - AYALA, JORGE LUIS  ",9.587 ,100%,
  134 ,MST - NUEVA IZQUIERDA ,10.318 ,"0,56% ","0,55%"
,"BODART, HUGO ALEJANDRO - RIPOLL, VILMA ANA  ",10.318 ,100%,
81 ,PARTIDO POPULAR ,3.498 ,"0,19% ","0,19%"
,"YATTAH, MAURICIO JORGE - MORETTA, MARIA BELEN  ",3.498 ,100%,
57 ,MOVIMIENTO DE ACCION VECINAL ,1.593 ,"0,09% ","0,09%"
,"ALBARRACIN, RAUL HUMBERTO - DIB, GASTON  ",1.593 ,100%,
,VOTOS POSITIVOS  ,1.831.997 ,"97,29%",
,VOTOS EN BLANCO  ,36.114 ,"1,92%",
,VOTOS ANULADOS  ,14.939 ,"0,79%",
,TOTAL DE  VOTANTES  ,1.883.050 ,,
BUENOS AIRES
,ELECTORES HABILES ,11.861.894,,
,MESAS: ,34.638 ,,
,PORCENTAJE DE VOTANTES ,"77,01%",,
,FORMULAS - AGRUPACIONES POLITICAS ,VOTOS ,% POSITIVOS ,% VALIDOS
  131 ,ALIANZA FRENTE PARA LA VICTORIA ,3.418.176 ,"39,69% ","37,69%"
,"SCIOLI, DANIEL OSVALDO - ZANNINI, CARLOS ALBERTO  ",3.418.176 ,100%,
  135 ,ALIANZA CAMBIEMOS ,2.510.298 ,"29,15% ","27,68%"
,"MACRI, MAURICIO - MICHETTI, MARTA GABRIELA  ",2.136.361 ,"85,10%",
,"SANZ, ERNESTO RICARDO - LLACH, LUCAS  ",176.888 ,"7,05%",
,"CARRIO, ELISA MARIA AVELINA - FLORES, HECTOR ANTONIO  ",197.049 ,"7,85%",
  138 ,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA) ,1.778.909 ,"20,65% ","19,61%"
,"MASSA, SERGIO TOMAS - RUBERTO SAENZ, GUSTAVO ADOLFO  ",1.577.724 ,"88,69%",
,"DE LA SOTA, JOSE MANUEL - RUCCI, CLAUDIA MONICA  ",201.185 ,"11,31%",
  132 ,ALIANZA PROGRESISTAS ,367.227 ,"4,26% ","4,05%"
,"STOLBIZER, MARGARITA ROSA - OLAVIAGA, MIGUEL ANGEL  ",367.227 ,100%,
  137 ,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES ,294.071 ,"3,41% ","3,24%"
,"DEL CAÑO, NICOLAS - BREGMAN, MYRIAM TERESA  ",130.008 ,"44,21%",
,"ALTAMIRA, JORGE - GIORDANO, JUAN CARLOS  ",164.063 ,"55,79%",
  133 ,ALIANZA COMPROMISO FEDERAL ,95.756 ,"1,11% ","1,06%"
,"RODRIGUEZ SAA, ADOLFO - NEGRE DE ALONSO, LILIANA TERESITA  ",95.756 ,100%,
  136 ,ALIANZA FRENTE POPULAR ,38.639 ,"0,45% ","0,43%"
,"DE GENNARO, VICTOR NORBERTO - CODONI, EVANGELINA SOLEDAD  ",38.639 ,100%,
13 ,MOVIMIENTO AL SOCIALISMO ,42.263 ,"0,49% ","0,47%"
,"CASTAÑEIRA, MANUELA JIMENA - AYALA, JORGE LUIS  ",42.263 ,100%,
  134 ,MST - NUEVA IZQUIERDA ,33.848 ,"0,39% ","0,37%"
,"BODART, HUGO ALEJANDRO - RIPOLL, VILMA ANA  ",33.848 ,100%,
81 ,PARTIDO POPULAR ,20.647 ,"0,24% ","0,23%"
,"YATTAH, MAURICIO JORGE - MORETTA, MARIA BELEN  ",20.647 ,100%,
57 ,MOVIMIENTO DE ACCION VECINAL ,12.782 ,"0,15% ","0,14%"
,"ALBARRACIN, RAUL HUMBERTO - DIB, GASTON  ",12.782 ,100%,
,VOTOS POSITIVOS  ,8.612.616 ,"94,28%",
,VOTOS EN BLANCO  ,457.240 ,"5,01%",
,VOTOS ANULADOS  ,65.383 ,"0,72%",
,TOTAL DE  VOTANTES  ,9.135.239 ,,
CATAMARCA
,ELECTORES HABILES ,294.143,,
,MESAS: ,923 ,,
,PORCENTAJE DE VOTANTES ,"74,61%",,
,FORMULAS - AGRUPACIONES POLITICAS ,VOTOS ,% POSITIVOS ,% VALIDOS
  131 ,ALIANZA FRENTE PARA LA VICTORIA ,97.103 ,"50,49% ","44,47%"
,"SCIOLI, DANIEL OSVALDO - ZANNINI, CARLOS ALBERTO  ",97.103 ,100%,
  135 ,ALIANZA CAMBIEMOS ,63.587 ,"33,06% ","29,12%"
,"MACRI, MAURICIO - MICHETTI, MARTA GABRIELA  ",44.145 ,"69,42%",
,"SANZ, ERNESTO RICARDO - LLACH, LUCAS  ",18.115 ,"28,49%",
,"CARRIO, ELISA MARIA AVELINA - FLORES, HECTOR ANTONIO  ",1.327 ,"2,09%",
  138 ,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA) ,24.427 ,"12,70% ","11,19%"
,"MASSA, SERGIO TOMAS - RUBERTO SAENZ, GUSTAVO ADOLFO  ",16.652 ,"68,17%",
,"DE LA SOTA, JOSE MANUEL - RUCCI, CLAUDIA MONICA  ",7.775 ,"31,83%",
  132 ,ALIANZA PROGRESISTAS ,1.822 ,"0,95% ","0,83%"
,"STOLBIZER, MARGARITA ROSA - OLAVIAGA, MIGUEL ANGEL  ",1.822 ,100%,
  137 ,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES ,2.027 ,"1,05% ","0,93%"
,"DEL CAÑO, NICOLAS - BREGMAN, MYRIAM TERESA  ",771 ,"38,04%",
,"ALTAMIRA, JORGE - GIORDANO, JUAN CARLOS  ",1.256 ,"61,96%",
  133 ,ALIANZA COMPROMISO FEDERAL ,1.064 ,"0,55% ","0,49%"
,"RODRIGUEZ SAA, ADOLFO - NEGRE DE ALONSO, LILIANA TERESITA  ",1.064 ,100%,
  136 ,ALIANZA FRENTE POPULAR ,543 ,"0,28% ","0,25%"
,"DE GENNARO, VICTOR NORBERTO - CODONI, EVANGELINA SOLEDAD  ",543 ,100%,
13 ,MOVIMIENTO AL SOCIALISMO ,412 ,"0,21% ","0,19%"
,"CASTAÑEIRA, MANUELA JIMENA - AYALA, JORGE LUIS  ",412 ,100%,
  134 ,MST - NUEVA IZQUIERDA ,619 ,"0,32% ","0,28%"
,"BODART, HUGO ALEJANDRO - RIPOLL, VILMA ANA  ",619 ,100%,
81 ,PARTIDO POPULAR ,348 ,"0,18% ","0,16%"
,"YATTAH, MAURICIO JORGE - MORETTA, MARIA BELEN  ",348 ,100%,
57 ,MOVIMIENTO DE ACCION VECINAL ,361 ,"0,19% ","0,17%"
,"ALBARRACIN, RAUL HUMBERTO - DIB, GASTON  ",361 ,100%,
,VOTOS POSITIVOS  ,192.313 ,"87,63%",
,VOTOS EN BLANCO  ,26.037 ,"11,86%",
,VOTOS ANULADOS  ,1.105 ,"0,50%",
,TOTAL DE  VOTANTES  ,219.455 ,,
CORDOBA
,ELECTORES HABILES ,2.789.055,,
,MESAS: ,8.412 ,,
,PORCENTAJE DE VOTANTES ,"71,20%",,
,FORMULAS - AGRUPACIONES POLITICAS ,VOTOS ,% POSITIVOS ,% VALIDOS
  131 ,ALIANZA FRENTE PARA LA VICTORIA ,280.740 ,"14,65% ","14,31%"
,"SCIOLI, DANIEL OSVALDO - ZANNINI, CARLOS ALBERTO  ",280.740 ,100%,
  135 ,ALIANZA CAMBIEMOS ,678.186 ,"35,38% ","34,57%"
,"MACRI, MAURICIO - MICHETTI, MARTA GABRIELA  ",566.109 ,"83,47%",
,"SANZ, ERNESTO RICARDO - LLACH, LUCAS  ",69.155 ,"10,20%",
,"CARRIO, ELISA MARIA AVELINA - FLORES, HECTOR ANTONIO  ",42.922 ,"6,33%",
  138 ,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA) ,744.021 ,"38,81% ","37,93%"
,"MASSA, SERGIO TOMAS - RUBERTO SAENZ, GUSTAVO ADOLFO  ",108.157 ,"14,54%",
,"DE LA SOTA, JOSE MANUEL - RUCCI, CLAUDIA MONICA  ",635.864 ,"85,46%",
  132 ,ALIANZA PROGRESISTAS ,44.422 ,"2,32% ","2,26%"
,"STOLBIZER, MARGARITA ROSA - OLAVIAGA, MIGUEL ANGEL  ",44.422 ,100%,
  137 ,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES ,70.650 ,"3,69% ","3,60%"
,"DEL CAÑO, NICOLAS - BREGMAN, MYRIAM TERESA  ",29.516 ,"41,78%",
,"ALTAMIRA, JORGE - GIORDANO, JUAN CARLOS  ",41.134 ,"58,22%",
  133 ,ALIANZA COMPROMISO FEDERAL ,57.298 ,"2,99% ","2,92%"
,"RODRIGUEZ SAA, ADOLFO - NEGRE DE ALONSO, LILIANA TERESITA  ",57.298 ,100%,
  136 ,ALIANZA FRENTE POPULAR ,9.302 ,"0,49% ","0,47%"
,"DE GENNARO, VICTOR NORBERTO - CODONI, EVANGELINA SOLEDAD  ",9.302 ,100%,
13 ,MOVIMIENTO AL SOCIALISMO ,7.832 ,"0,41% ","0,40%"
,"CASTAÑEIRA, MANUELA JIMENA - AYALA, JORGE LUIS  ",7.832 ,100%,
  134 ,MST - NUEVA IZQUIERDA ,10.315 ,"0,54% ","0,53%"
,"BODART, HUGO ALEJANDRO - RIPOLL, VILMA ANA  ",10.315 ,100%,
81 ,PARTIDO POPULAR ,8.570 ,"0,45% ","0,44%"
,"YATTAH, MAURICIO JORGE - MORETTA, MARIA BELEN  ",8.570 ,100%,
57 ,MOVIMIENTO DE ACCION VECINAL ,5.589 ,"0,29% ","0,28%"
,"ALBARRACIN, RAUL HUMBERTO - DIB, GASTON  ",5.589 ,100%,
,VOTOS POSITIVOS  ,1.916.925 ,"96,53%",
,VOTOS EN BLANCO  ,44.888 ,"2,26%",
,VOTOS ANULADOS  ,24.009 ,"1,21%",
,TOTAL DE  VOTANTES  ,1.985.822 ,,
CORRIENTES
,ELECTORES HABILES ,810.712,,
,MESAS: ,2.403 ,,
,PORCENTAJE DE VOTANTES ,"74,74%",,
,FORMULAS - AGRUPACIONES POLITICAS ,VOTOS ,% POSITIVOS ,% VALIDOS
  131 ,ALIANZA FRENTE PARA LA VICTORIA ,290.172 ,"50,45% ","48,31%"
,"SCIOLI, DANIEL OSVALDO - ZANNINI, CARLOS ALBERTO  ",290.172 ,100%,
  135 ,ALIANZA CAMBIEMOS ,169.482 ,"29,47% ","28,22%"
,"MACRI, MAURICIO - MICHETTI, MARTA GABRIELA  ",105.183 ,"62,06%",
,"SANZ, ERNESTO RICARDO - LLACH, LUCAS  ",50.229 ,"29,64%",
,"CARRIO, ELISA MARIA AVELINA - FLORES, HECTOR ANTONIO  ",14.070 ,"8,30%",
  138 ,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA) ,92.226 ,"16,03% ","15,36%"
,"MASSA, SERGIO TOMAS - RUBERTO SAENZ, GUSTAVO ADOLFO  ",75.729 ,"82,11%",
,"DE LA SOTA, JOSE MANUEL - RUCCI, CLAUDIA MONICA  ",16.497 ,"17,89%",
  132 ,ALIANZA PROGRESISTAS ,5.850 ,"1,02% ","0,97%"
,"STOLBIZER, MARGARITA ROSA - OLAVIAGA, MIGUEL ANGEL  ",5.850 ,100%,
  137 ,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES ,5.394 ,"0,94% ","0,90%"
,"DEL CAÑO, NICOLAS - BREGMAN, MYRIAM TERESA  ",3.093 ,"57,34%",
,"ALTAMIRA, JORGE - GIORDANO, JUAN CARLOS  ",2.301 ,"42,66%",
  133 ,ALIANZA COMPROMISO FEDERAL ,3.225 ,"0,56% ","0,54%"
,"RODRIGUEZ SAA, ADOLFO - NEGRE DE ALONSO, LILIANA TERESITA  ",3.225 ,100%,
  136 ,ALIANZA FRENTE POPULAR ,1.297 ,"0,23% ","0,22%"
,"DE GENNARO, VICTOR NORBERTO - CODONI, EVANGELINA SOLEDAD  ",1.297 ,100%,
13 ,MOVIMIENTO AL SOCIALISMO ,2.282 ,"0,40% ","0,38%"
,"CASTAÑEIRA, MANUELA JIMENA - AYALA, JORGE LUIS  ",2.282 ,100%,
  134 ,MST - NUEVA IZQUIERDA ,1.311 ,"0,23% ","0,22%"
,"BODART, HUGO ALEJANDRO - RIPOLL, VILMA ANA  ",1.311 ,100%,
81 ,PARTIDO POPULAR ,2.427 ,"0,42% ","0,40%"
,"YATTAH, MAURICIO JORGE - MORETTA, MARIA BELEN  ",2.427 ,100%,
57 ,MOVIMIENTO DE ACCION VECINAL ,1.521 ,"0,26% ","0,25%"
,"ALBARRACIN, RAUL HUMBERTO - DIB, GASTON  ",1.521 ,100%,
,VOTOS POSITIVOS  ,575.187 ,"94,93%",
,VOTOS EN BLANCO  ,25.418 ,"4,20%",
,VOTOS ANULADOS  ,5.295 ,"0,87%",
,TOTAL DE  VOTANTES  ,605.900 ,,
CHACO
,ELECTORES HABILES ,864.683,,
,MESAS: ,2.557 ,,(Incluye P.L.)
,PORCENTAJE DE VOTANTES ,"71,87%",,
,FORMULAS - AGRUPACIONES POLITICAS ,VOTOS ,% POSITIVOS ,% VALIDOS
  131 ,ALIANZA FRENTE PARA LA VICTORIA ,333.269 ,"55,36% ","53,94%"
,"SCIOLI, DANIEL OSVALDO - ZANNINI, CARLOS ALBERTO  ",333.269 ,100%,
  135 ,ALIANZA CAMBIEMOS ,156.354 ,"25,97% ","25,30%"
,"MACRI, MAURICIO - MICHETTI, MARTA GABRIELA  ",94.697 ,"60,57%",
,"SANZ, ERNESTO RICARDO - LLACH, LUCAS  ",44.225 ,"28,29%",
,"CARRIO, ELISA MARIA AVELINA - FLORES, HECTOR ANTONIO  ",17.432 ,"11,15%",
  138 ,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA) ,76.376 ,"12,69% ","12,36%"
,"MASSA, SERGIO TOMAS - RUBERTO SAENZ, GUSTAVO ADOLFO  ",58.346 ,"76,39%",
,"DE LA SOTA, JOSE MANUEL - RUCCI, CLAUDIA MONICA  ",18.030 ,"23,61%",
  132 ,ALIANZA PROGRESISTAS ,9.546 ,"1,59% ","1,54%"
,"STOLBIZER, MARGARITA ROSA - OLAVIAGA, MIGUEL ANGEL  ",9.546 ,100%,
  137 ,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES ,11.069 ,"1,84% ","1,79%"
,"DEL CAÑO, NICOLAS - BREGMAN, MYRIAM TERESA  ",3.317 ,"29,97%",
,"ALTAMIRA, JORGE - GIORDANO, JUAN CARLOS  ",7.752 ,"70,03%",
  133 ,ALIANZA COMPROMISO FEDERAL ,4.035 ,"0,67% ","0,65%"
,"RODRIGUEZ SAA, ADOLFO - NEGRE DE ALONSO, LILIANA TERESITA  ",4.035 ,100%,
  136 ,ALIANZA FRENTE POPULAR ,2.982 ,"0,50% ","0,48%"
,"DE GENNARO, VICTOR NORBERTO - CODONI, EVANGELINA SOLEDAD  ",2.982 ,100%,
13 ,MOVIMIENTO AL SOCIALISMO ,3.129 ,"0,52% ","0,51%"
,"CASTAÑEIRA, MANUELA JIMENA - AYALA, JORGE LUIS  ",3.129 ,100%,
  134 ,MST - NUEVA IZQUIERDA ,1.760 ,"0,29% ","0,28%"
,"BODART, HUGO ALEJANDRO - RIPOLL, VILMA ANA  ",1.760 ,100%,
81 ,PARTIDO POPULAR ,2.468 ,"0,41% ","0,40%"
,"YATTAH, MAURICIO JORGE - MORETTA, MARIA BELEN  ",2.468 ,100%,
57 ,MOVIMIENTO DE ACCION VECINAL ,993 ,"0,16% ","0,16%"
,"ALBARRACIN, RAUL HUMBERTO - DIB, GASTON  ",993 ,100%,
,VOTOS POSITIVOS  ,601.981 ,"96,87%",
,VOTOS EN BLANCO  ,15.914 ,"2,56%",
,VOTOS ANULADOS  ,3.517 ,"0,57%",
,TOTAL DE  VOTANTES  ,621.412 ,,
CHUBUT
,ELECTORES HABILES ,416.652,,
,MESAS: ,1.243 ,,
,PORCENTAJE DE VOTANTES ,"76,50%",,
,FORMULAS - AGRUPACIONES POLITICAS ,VOTOS ,% POSITIVOS ,% VALIDOS
  131 ,ALIANZA FRENTE PARA LA VICTORIA ,112.425 ,"47,78% ","36,01%"
,"SCIOLI, DANIEL OSVALDO - ZANNINI, CARLOS ALBERTO  ",112.425 ,100%,
  135 ,ALIANZA CAMBIEMOS ,54.094 ,"22,99% ","17,32%"
,"MACRI, MAURICIO - MICHETTI, MARTA GABRIELA  ",44.361 ,"82,01%",
,"SANZ, ERNESTO RICARDO - LLACH, LUCAS  ",8.003 ,"14,79%",
,"CARRIO, ELISA MARIA AVELINA - FLORES, HECTOR ANTONIO  ",1.730 ,"3,20%",
  138 ,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA) ,45.130 ,"19,18% ","14,45%"
,"MASSA, SERGIO TOMAS - RUBERTO SAENZ, GUSTAVO ADOLFO  ",36.362 ,"80,57%",
,"DE LA SOTA, JOSE MANUEL - RUCCI, CLAUDIA MONICA  ",8.768 ,"19,43%",
  132 ,ALIANZA PROGRESISTAS ,7.020 ,"2,98% ","2,25%"
,"STOLBIZER, MARGARITA ROSA - OLAVIAGA, MIGUEL ANGEL  ",7.020 ,100%,
  137 ,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES ,5.132 ,"2,18% ","1,64%"
,"DEL CAÑO, NICOLAS - BREGMAN, MYRIAM TERESA  ",2.803 ,"54,62%",
,"ALTAMIRA, JORGE - GIORDANO, JUAN CARLOS  ",2.329 ,"45,38%",
  133 ,ALIANZA COMPROMISO FEDERAL ,2.834 ,"1,20% ","0,91%"
,"RODRIGUEZ SAA, ADOLFO - NEGRE DE ALONSO, LILIANA TERESITA  ",2.834 ,100%,
  136 ,ALIANZA FRENTE POPULAR ,1.889 ,"0,80% ","0,60%"
,"DE GENNARO, VICTOR NORBERTO - CODONI, EVANGELINA SOLEDAD  ",1.889 ,100%,
13 ,MOVIMIENTO AL SOCIALISMO ,1.993 ,"0,85% ","0,64%"
,"CASTAÑEIRA, MANUELA JIMENA - AYALA, JORGE LUIS  ",1.993 ,100%,
  134 ,MST - NUEVA IZQUIERDA ,2.500 ,"1,06% ","0,80%"
,"BODART, HUGO ALEJANDRO - RIPOLL, VILMA ANA  ",2.500 ,100%,
81 ,PARTIDO POPULAR ,1.441 ,"0,61% ","0,46%"
,"YATTAH, MAURICIO JORGE - MORETTA, MARIA BELEN  ",1.441 ,100%,
57 ,MOVIMIENTO DE ACCION VECINAL ,844 ,"0,36% ","0,27%"
,"ALBARRACIN, RAUL HUMBERTO - DIB, GASTON  ",844 ,100%,
,VOTOS POSITIVOS  ,235.302 ,"73,82%",
,VOTOS EN BLANCO  ,76.930 ,"24,13%",
,VOTOS ANULADOS  ,6.522 ,"2,05%",
,TOTAL DE  VOTANTES  ,318.754 ,,
ENTRE RIOS
,ELECTORES HABILES ,1.031.024,,
,MESAS: ,3.118 ,,(Incluye P.L.)
,PORCENTAJE DE VOTANTES ,"81,06%",,
,FORMULAS - AGRUPACIONES POLITICAS ,VOTOS ,% POSITIVOS ,% VALIDOS
  131 ,ALIANZA FRENTE PARA LA VICTORIA ,287.200 ,"39,70% ","34,74%"
,"SCIOLI, DANIEL OSVALDO - ZANNINI, CARLOS ALBERTO  ",287.200 ,100%,
  135 ,ALIANZA CAMBIEMOS ,252.820 ,"34,95% ","30,58%"
,"MACRI, MAURICIO - MICHETTI, MARTA GABRIELA  ",200.676 ,"79,38%",
,"SANZ, ERNESTO RICARDO - LLACH, LUCAS  ",40.248 ,"15,92%",
,"CARRIO, ELISA MARIA AVELINA - FLORES, HECTOR ANTONIO  ",11.896 ,"4,71%",
  138 ,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA) ,128.690 ,"17,79% ","15,57%"
,"MASSA, SERGIO TOMAS - RUBERTO SAENZ, GUSTAVO ADOLFO  ",105.836 ,"82,24%",
,"DE LA SOTA, JOSE MANUEL - RUCCI, CLAUDIA MONICA  ",22.854 ,"17,76%",
  132 ,ALIANZA PROGRESISTAS ,24.334 ,"3,36% ","2,94%"
,"STOLBIZER, MARGARITA ROSA - OLAVIAGA, MIGUEL ANGEL  ",24.334 ,100%,
  137 ,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES ,9.172 ,"1,27% ","1,11%"
,"DEL CAÑO, NICOLAS - BREGMAN, MYRIAM TERESA  ",4.871 ,"53,11%",
,"ALTAMIRA, JORGE - GIORDANO, JUAN CARLOS  ",4.301 ,"46,89%",
  133 ,ALIANZA COMPROMISO FEDERAL ,7.106 ,"0,98% ","0,86%"
,"RODRIGUEZ SAA, ADOLFO - NEGRE DE ALONSO, LILIANA TERESITA  ",7.106 ,100%,
  136 ,ALIANZA FRENTE POPULAR ,3.193 ,"0,44% ","0,39%"
,"DE GENNARO, VICTOR NORBERTO - CODONI, EVANGELINA SOLEDAD  ",3.193 ,100%,
13 ,MOVIMIENTO AL SOCIALISMO ,3.581 ,"0,50% ","0,43%"
,"CASTAÑEIRA, MANUELA JIMENA - AYALA, JORGE LUIS  ",3.581 ,100%,
  134 ,MST - NUEVA IZQUIERDA ,4.202 ,"0,58% ","0,51%"
,"BODART, HUGO ALEJANDRO - RIPOLL, VILMA ANA  ",4.202 ,100%,
81 ,PARTIDO POPULAR ,1.917 ,"0,26% ","0,23%"
,"YATTAH, MAURICIO JORGE - MORETTA, MARIA BELEN  ",1.917 ,100%,
57 ,MOVIMIENTO DE ACCION VECINAL ,1.198 ,"0,17% ","0,14%"
,"ALBARRACIN, RAUL HUMBERTO - DIB, GASTON  ",1.198 ,100%,
,VOTOS POSITIVOS  ,723.413 ,"86,56%",
,VOTOS EN BLANCO  ,103.212 ,"12,35%",
,VOTOS ANULADOS  ,9.143 ,"1,09%",
,TOTAL DE  VOTANTES  ,835.768 ,,
FORMOSA
,ELECTORES HABILES ,421.702,,
,MESAS: ,1.309 ,,(Inlcuye P.L.)
,PORCENTAJE DE VOTANTES ,"72,72%",,
,FORMULAS - AGRUPACIONES POLITICAS ,VOTOS ,% POSITIVOS ,% VALIDOS
  131 ,ALIANZA FRENTE PARA LA VICTORIA ,181.912 ,"61,65% ","59,79%"
,"SCIOLI, DANIEL OSVALDO - ZANNINI, CARLOS ALBERTO  ",181.912 ,100%,
  135 ,ALIANZA CAMBIEMOS ,49.353 ,"16,73% ","16,22%"
,"MACRI, MAURICIO - MICHETTI, MARTA GABRIELA  ",35.021 ,"70,96%",
,"SANZ, ERNESTO RICARDO - LLACH, LUCAS  ",10.153 ,"20,57%",
,"CARRIO, ELISA MARIA AVELINA - FLORES, HECTOR ANTONIO  ",4.179 ,"8,47%",
